model_name,failure_profile,start_time,end_time,failure_interval,failure_type,solution_method,is_fixable
*.Models.Model.Assembly1,FailureA,13:13:59:35.1918,13:14:51:39.0196,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,13:14:31:59.2218,13:15:16:42.0493,34:19.2445,1,3,0
*.Models.Model.Assembly3,FailureA,13:15:51:12.6836,13:16:21:42.0844,22:03.3280,2,3,0
*.Models.Model.Assembly1,FailureA,13:16:05:03.9893,13:17:06:08.3450,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,13:16:43:53.5480,13:17:38:32.2482,30:38.8419,2,1,0
*.Models.Model.Assembly4,FailureA,13:16:45:49.4551,13:18:15:43.6720,1:15:07.1048,1,6,1
*.Models.Model.Assembly3,FailureA,13:18:09:25.4882,13:18:57:10.6612,20:33.9578,1,1,0
*.Models.Model.Assembly1,FailureA,13:18:31:54.8733,13:19:36:45.8481,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,13:19:40:47.7315,13:20:53:13.7918,2:09:56.6628,2,5,0
*.Models.Model.Assembly1,FailureA,13:22:17:42.4962,13:23:01:38.5321,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,13:22:42:13.5828,13:23:23:01.4909,3:12.4291,1,2,0
*.Models.Model.Assembly1,FailureA,13:23:04:01.8179,13:23:40:21.0477,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,13:23:26:17.3098,14:00:18:51.4716,5:00.7151,1,5,0
*.Models.Model.Assembly1,FailureA,14:00:08:30.9199,14:00:53:39.4946,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,14:00:23:53.8139,14:01:35:12.4352,20:15.7243,2,5,0
*.Models.Model.Assembly1,FailureA,14:01:09:08.5350,14:01:57:23.4968,1:00:00.0000,1,5,0
*.Models.Model.Assembly4,FailureA,14:01:55:46.7095,14:02:41:47.1833,1:08:47.2976,1,5,0
*.Models.Model.Assembly3,FailureA,14:02:09:01.6391,14:03:42:13.0468,27.8074,1,6,1
*.Models.Model.Assembly3,FailureA,14:03:42:40.8542,14:04:53:03.1077,23:34.2257,2,4,0
*.Models.Model.Assembly3,FailureA,14:05:16:45.4690,14:05:59:42.7520,2:49.7509,1,1,0
*.Models.Model.Assembly3,FailureA,14:06:02:32.5029,14:07:21:50.7068,27:25.5213,1,3,0
*.Models.Model.Assembly3,FailureA,14:07:49:26.3728,14:08:13:32.8865,14:22.7615,1,2,0
*.Models.Model.Assembly3,FailureA,14:08:28:02.1564,14:09:13:20.9649,54:20.6006,2,4,0
*.Models.Model.Assembly1,FailureA,14:08:50:05.7078,14:09:50:18.2829,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,14:09:01:09.1856,14:10:28:27.7484,27:44.5755,1,5,0
*.Models.Model.Assembly1,FailureA,14:10:06:31.4680,14:11:27:00.5745,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,14:12:16:28.8597,14:13:15:37.5548,37:10.9473,2,4,0
*.Models.Model.Assembly4,FailureA,14:12:17:03.7208,14:13:51:11.1116,1:02:33.2113,2,4,0
*.Models.Model.Assembly1,FailureA,14:12:23:12.4170,14:14:26:48.4724,1:00:00.0000,2,4,0
*.Models.Model.Assembly1,FailureA,14:14:40:22.6627,14:15:06:08.5374,1:00:00.0000,2,3,0
*.Models.Model.Assembly1,FailureA,14:15:13:16.3174,14:15:33:13.3212,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,14:15:40:01.2143,14:15:59:14.6471,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,14:16:03:38.2760,14:16:21:40.0971,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,14:16:04:51.0544,14:16:39:15.3136,1:21:43.9748,2,1,0
*.Models.Model.Assembly1,FailureA,14:16:40:04.6210,14:17:02:46.1033,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,14:17:07:26.4416,14:17:34:50.2039,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,14:17:46:15.0650,14:18:01:38.6517,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,14:18:26:57.5512,14:19:08:56.3254,1:12:56.9344,1,2,0
*.Models.Model.Assembly3,FailureA,14:18:45:10.5982,14:19:40:27.8005,2:05:11.9910,2,4,0
*.Models.Model.Assembly1,FailureA,14:20:08:02.6590,14:20:32:29.5605,1:00:00.0000,1,1,0
*.Models.Model.Assembly1,FailureA,14:20:36:03.3700,14:21:41:45.8702,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,14:21:48:50.3984,14:22:25:36.7681,1:00:00.0000,2,3,0
*.Models.Model.Assembly1,FailureA,14:22:30:12.3204,14:22:57:34.7580,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,14:22:35:36.9651,14:23:15:49.5432,7:49.1356,2,2,0
*.Models.Model.Assembly4,FailureA,14:23:23:53.9816,14:23:57:11.1227,38:58.7029,2,2,0
*.Models.Model.Assembly1,FailureA,14:23:31:02.2727,15:00:32:49.9929,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,15:00:58:25.6245,15:01:37:37.1231,4:09.3391,2,4,0
*.Models.Model.Assembly1,FailureA,15:01:24:00.7543,15:02:13:28.0071,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,15:01:41:48.6717,15:02:56:46.9603,2:42.7511,2,4,0
*.Models.Model.Assembly3,FailureA,15:02:59:31.3385,15:03:31:18.0907,2:16.9884,1,6,1
*.Models.Model.Assembly3,FailureA,15:03:33:35.0791,15:03:59:50.2360,54.4973,2,5,0
*.Models.Model.Assembly3,FailureA,15:04:00:44.7332,15:04:16:41.8896,55:44.9959,1,5,0
*.Models.Model.Assembly1,FailureA,15:05:11:50.0304,15:05:38:08.6803,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,15:05:45:47.9094,15:06:34:05.4009,2:10:34.6645,1,2,0
*.Models.Model.Assembly4,FailureA,15:05:20:09.4132,15:07:50:38.0493,34:40.0022,1,5,0
*.Models.Model.Assembly1,FailureA,15:05:43:01.4256,15:08:23:32.9284,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,15:08:35:21.9521,15:09:16:51.9426,1:00:00.0000,1,1,0
*.Models.Model.Assembly1,FailureA,15:09:26:51.9752,15:09:56:37.8504,1:00:00.0000,2,2,0
*.Models.Model.Assembly4,FailureA,15:09:32:36.5254,15:10:18:39.6787,47:00.7621,2,4,0
*.Models.Model.Assembly1,FailureA,15:11:36:56.1751,15:12:06:33.9255,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,15:12:45:44.9853,15:13:09:39.3371,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,15:12:53:47.5229,15:13:41:00.3795,11:42.6380,1,2,0
*.Models.Model.Assembly1,FailureA,15:13:33:22.8814,15:14:19:38.4046,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,15:13:52:46.2718,15:14:56:55.1279,22:49.8265,1,3,0
*.Models.Model.Assembly4,FailureA,15:15:15:39.6848,15:15:38:20.7990,20:56.3863,2,4,0
*.Models.Model.Assembly3,FailureA,15:15:19:49.8358,15:16:06:06.7808,2:42.1819,2,4,0
*.Models.Model.Assembly3,FailureA,15:16:08:52.1884,15:16:30:29.8095,20:09.2279,1,6,1
*.Models.Model.Assembly1,FailureA,15:16:25:17.9476,15:16:53:26.3591,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,15:16:50:48.2059,15:17:33:10.3424,34:15.1019,2,1,0
*.Models.Model.Assembly4,FailureA,15:16:55:48.7464,15:18:10:11.1611,2:10:52.6008,1,2,0
*.Models.Model.Assembly3,FailureA,15:18:07:41.2332,15:18:53:37.6209,29:38.3770,2,3,0
*.Models.Model.Assembly3,FailureA,15:19:23:26.7786,15:19:39:32.2998,26:35.4213,1,6,1
*.Models.Model.Assembly1,FailureA,15:19:31:36.4850,15:20:11:06.0316,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,15:20:20:54.4477,15:21:11:28.4195,1:51:45.0342,2,4,0
*.Models.Model.Assembly1,FailureA,15:21:55:41.7354,15:22:29:42.6160,1:00:00.0000,1,1,0
*.Models.Model.Assembly1,FailureA,15:23:42:26.6173,16:00:33:54.8561,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,16:00:42:41.6525,16:01:48:14.4899,1:25.5136,2,5,0
*.Models.Model.Assembly4,FailureA,16:01:18:34.0768,16:02:08:47.3215,14:57.1045,2,4,0
*.Models.Model.Assembly3,FailureA,16:01:49:41.6307,16:02:47:01.0338,12:52.5142,2,2,0
*.Models.Model.Assembly4,FailureA,16:02:23:52.5616,16:03:02:27.5296,42.4050,2,3,0
*.Models.Model.Assembly3,FailureA,16:02:59:56.8023,16:03:30:51.2755,17:17.2486,1,1,0
*.Models.Model.Assembly4,FailureA,16:03:03:11.5617,16:04:03:09.7407,1:02:37.6033,1,6,1
*.Models.Model.Assembly3,FailureA,16:03:48:19.1696,16:04:18:18.7059,1:34:59.1785,2,4,0
*.Models.Model.Assembly1,FailureA,16:03:38:50.5315,16:04:51:03.2725,1:00:00.0000,1,2,0
*.Models.Model.Assembly4,FailureA,16:05:06:49.1077,16:05:32:00.7241,28:54.9983,2,3,0
*.Models.Model.Assembly1,FailureA,16:05:42:27.1229,16:06:06:44.1461,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,16:06:01:17.2483,16:06:50:44.3263,34:02.1814,2,1,0
*.Models.Model.Assembly3,FailureA,16:07:21:06.3749,16:07:49:09.0600,11:16.5939,1,5,0
*.Models.Model.Assembly4,FailureA,16:07:40:31.8244,16:08:22:34.3872,11:11.9606,2,2,0
*.Models.Model.Assembly3,FailureA,16:08:00:28.9082,16:08:52:07.6720,2:09.2319,1,6,1
*.Models.Model.Assembly4,FailureA,16:08:33:52.8563,16:09:24:50.0491,1:01:56.1669,2,2,0
*.Models.Model.Assembly3,FailureA,16:08:54:18.5310,16:10:07:51.9005,2:22:02.8570,1,2,0
*.Models.Model.Assembly1,FailureA,16:08:41:13.7174,16:10:27:06.4101,1:00:00.0000,1,2,0
*.Models.Model.Assembly4,FailureA,16:11:56:40.7522,16:12:19:58.7699,11:36.5050,2,4,0
*.Models.Model.Assembly1,FailureA,16:11:58:30.1033,16:12:47:51.3365,1:00:00.0000,1,4,0
*.Models.Model.Assembly4,FailureA,16:12:31:41.7834,16:13:22:56.6528,20:51.3450,2,4,0
*.Models.Model.Assembly1,FailureA,16:12:57:05.0823,16:13:48:24.3312,1:00:00.0000,1,2,0
*.Models.Model.Assembly4,FailureA,16:13:44:00.5407,16:14:16:14.3001,42:35.5598,1,2,0
*.Models.Model.Assembly3,FailureA,16:14:39:58.8060,16:15:30:52.6259,1:06:46.2176,1,6,1
*.Models.Model.Assembly4,FailureA,16:15:21:44.6775,16:16:04:57.7523,8:52.9542,1,3,0
*.Models.Model.Assembly4,FailureA,16:16:13:53.9607,16:17:19:21.7424,22:18.1487,1,6,1
*.Models.Model.Assembly4,FailureA,16:17:41:55.2142,16:18:20:47.9981,40:50.0350,2,3,0
*.Models.Model.Assembly1,FailureA,16:17:54:37.7300,16:19:00:22.7057,1:00:00.0000,2,4,0
*.Models.Model.Assembly4,FailureA,16:19:02:04.3416,16:19:33:52.4374,20:22.8228,1,5,0
*.Models.Model.Assembly3,FailureA,16:19:06:26.8976,16:20:18:07.5165,38:37.1964,2,3,0
*.Models.Model.Assembly4,FailureA,16:19:54:30.3110,16:20:45:06.3650,1:01:29.0390,1,5,0
*.Models.Model.Assembly1,FailureA,16:20:37:00.2635,16:21:21:21.2174,1:00:00.0000,2,3,0
*.Models.Model.Assembly3,FailureA,16:20:57:01.1197,16:21:44:07.9387,37.5917,2,5,0
*.Models.Model.Assembly3,FailureA,16:21:44:45.5305,16:22:14:54.7065,10:38.9658,1,6,1
*.Models.Model.Assembly3,FailureA,16:22:25:36.9266,16:22:42:17.3340,1:23:20.2752,1,5,0
*.Models.Model.Assembly1,FailureA,16:23:53:54.6066,17:00:17:12.1166,1:00:00.0000,1,1,0
*.Models.Model.Assembly1,FailureA,17:00:23:39.0995,17:01:23:24.3849,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,17:01:29:29.1890,17:02:42:26.8139,33:53.7975,2,5,0
*.Models.Model.Assembly4,FailureA,17:01:07:28.8374,17:03:23:20.5810,2:22:59.8480,2,4,0
*.Models.Model.Assembly3,FailureA,17:03:16:34.5192,17:04:16:57.0394,3:48.3565,2,3,0
*.Models.Model.Assembly1,FailureA,17:02:51:05.1931,17:04:42:39.1434,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,17:04:42:58.7353,17:05:11:58.1667,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,17:05:17:32.6704,17:05:53:31.6939,34:23.7396,2,5,0
*.Models.Model.Assembly1,FailureA,17:05:31:29.4407,17:06:37:09.5835,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,17:06:53:33.8073,17:07:15:26.1859,1:00:00.0000,1,1,0
*.Models.Model.Assembly3,FailureA,17:06:59:42.9331,17:07:48:39.9515,27:43.4440,1,2,0
*.Models.Model.Assembly1,FailureA,17:07:35:36.2269,17:08:30:50.1420,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,17:08:36:53.2974,17:09:15:14.0502,51:19.8184,1,5,0
*.Models.Model.Assembly1,FailureA,17:09:02:45.3214,17:09:59:18.7287,1:00:00.0000,1,1,0
*.Models.Model.Assembly1,FailureA,17:10:07:01.5718,17:10:59:35.8428,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,17:11:10:54.5777,17:11:54:34.2906,9:49.3237,2,3,0
*.Models.Model.Assembly1,FailureA,17:11:18:02.4622,17:12:37:04.6043,1:00:00.0000,1,2,0
*.Models.Model.Assembly3,FailureA,17:12:04:25.9514,17:12:59:34.3516,1:15:06.5655,1,4,0
*.Models.Model.Assembly1,FailureA,17:12:39:06.0869,17:13:44:27.0451,1:00:00.0000,2,2,0
*.Models.Model.Assembly1,FailureA,17:13:59:43.7440,17:14:54:02.8350,1:00:00.0000,2,2,0
*.Models.Model.Assembly1,FailureA,17:15:30:13.7936,17:16:02:23.5493,1:00:00.0000,1,5,0
*.Models.Model.Assembly1,FailureA,17:16:07:14.8530,17:16:36:57.6650,1:00:00.0000,1,4,0
*.Models.Model.Assembly1,FailureA,17:16:41:05.1232,17:17:05:10.1561,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,17:17:19:55.6499,17:17:45:27.1436,14:09.4725,1,2,0
*.Models.Model.Assembly4,FailureA,17:17:32:06.6437,17:18:11:06.8459,20:13.7348,1,2,0
*.Models.Model.Assembly3,FailureA,17:17:59:39.8703,17:18:43:00.5009,8:24.8562,2,4,0
*.Models.Model.Assembly3,FailureA,17:18:51:30.2385,17:19:20:05.1485,22:28.4401,1,1,0
*.Models.Model.Assembly4,FailureA,17:19:15:29.0561,17:19:52:37.7219,7:41.8253,1,5,0
*.Models.Model.Assembly3,FailureA,17:19:42:43.4868,17:20:21:58.4010,1:52:17.1504,1,6,1
*.Models.Model.Assembly1,FailureA,17:19:17:12.4458,17:20:59:04.8927,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,17:20:00:22.8014,17:21:26:48.2985,10:20.0899,2,3,0
*.Models.Model.Assembly4,FailureA,17:21:37:16.6596,17:22:15:43.8568,20:00.7041,2,2,0
*.Models.Model.Assembly1,FailureA,17:21:52:21.2835,17:22:43:56.3512,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,17:22:36:01.3410,17:23:09:33.3722,21:15.7476,1,2,0
*.Models.Model.Assembly1,FailureA,17:23:00:59.2403,17:23:49:38.8186,1:00:00.0000,2,5,0
*.Models.Model.Assembly4,FailureA,17:23:41:21.9844,18:00:31:02.9159,1:27:44.5693,1,2,0
*.Models.Model.Assembly1,FailureA,17:23:58:34.4265,18:01:04:48.7896,1:00:00.0000,2,4,0
*.Models.Model.Assembly1,FailureA,18:01:07:11.9417,18:01:22:49.6789,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,18:01:27:15.8595,18:01:56:21.3278,1:00:00.0000,2,1,0
*.Models.Model.Assembly1,FailureA,18:02:29:16.7908,18:03:07:06.1882,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,18:03:16:19.3221,18:03:51:22.0960,20:19.2984,1,2,0
*.Models.Model.Assembly3,FailureA,18:04:11:50.1342,18:04:30:33.3924,7:15.5341,2,2,0
*.Models.Model.Assembly3,FailureA,18:04:37:52.3516,18:05:00:46.3670,23:12.1853,1,6,1
*.Models.Model.Assembly1,FailureA,18:04:52:09.9092,18:05:45:11.0672,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,18:05:24:05.0608,18:06:39:18.8473,11.7044,2,5,0
*.Models.Model.Assembly1,FailureA,18:06:05:46.1498,18:07:04:09.3761,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,18:06:39:30.5517,18:07:27:22.7246,1:07:16.6790,2,4,0
*.Models.Model.Assembly4,FailureA,18:08:18:57.0726,18:08:49:11.8031,10:44.6272,1,4,0
*.Models.Model.Assembly3,FailureA,18:08:35:10.6906,18:09:19:07.1603,1:57:07.1466,2,2,0
*.Models.Model.Assembly4,FailureA,18:09:00:01.3117,18:09:55:01.1389,1:54:57.7161,1,6,1
*.Models.Model.Assembly1,FailureA,18:09:51:32.3355,18:10:50:41.8845,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,18:11:11:19.0825,18:11:51:25.1308,1:00:00.0000,2,5,0
*.Models.Model.Assembly3,FailureA,18:12:45:39.9575,18:13:28:45.3703,10:32.3238,2,5,0
*.Models.Model.Assembly1,FailureA,18:13:11:15.3963,18:13:52:52.7462,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,18:13:39:20.9483,18:14:16:05.3113,23:46.1744,2,5,0
*.Models.Model.Assembly3,FailureA,18:14:40:01.7179,18:15:14:16.4998,3:29.7270,1,1,0
*.Models.Model.Assembly3,FailureA,18:15:17:46.2268,18:15:45:30.3361,10:54.4307,2,3,0
*.Models.Model.Assembly3,FailureA,18:15:56:31.3322,18:16:39:17.8638,31:36.6614,1,4,0
*.Models.Model.Assembly3,FailureA,18:17:11:11.5137,18:17:32:47.5394,9:10.6130,1,6,1
*.Models.Model.Assembly1,FailureA,18:17:22:12.2634,18:18:14:33.3070,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,18:17:41:59.7795,18:18:31:52.4271,1:41:35.8729,1,6,1
*.Models.Model.Assembly4,FailureA,18:19:10:52.0813,18:20:25:41.3171,9:35.4420,2,1,0
*.Models.Model.Assembly1,FailureA,18:19:52:35.3571,18:20:49:59.6438,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,18:20:35:21.6404,18:21:17:42.0951,8:10.4443,1,1,0
*.Models.Model.Assembly4,FailureA,18:21:25:57.4207,18:22:26:20.0710,10:52.8730,1,4,0
*.Models.Model.Assembly3,FailureA,18:22:30:30.6319,18:22:58:39.9923,16:29.3296,2,1,0
*.Models.Model.Assembly4,FailureA,18:22:37:21.5328,18:23:41:34.9659,33:26.2182,2,2,0
*.Models.Model.Assembly3,FailureA,18:23:15:24.7649,19:00:48:00.7703,17:33.6727,1,3,0
*.Models.Model.Assembly4,FailureA,19:00:20:41.8278,19:01:32:26.3319,1:40:48.6872,1,3,0
*.Models.Model.Assembly3,FailureA,19:01:05:39.3244,19:02:10:22.4695,4:01.5712,2,4,0
*.Models.Model.Assembly1,FailureA,19:02:09:09.6355,19:02:37:18.4724,1:00:00.0000,2,1,0
*.Models.Model.Assembly3,FailureA,19:02:14:24.0407,19:02:54:47.7627,6:59.2046,2,5,0
*.Models.Model.Assembly3,FailureA,19:03:01:50.3185,19:03:38:31.0928,20:52.1273,1,2,0
*.Models.Model.Assembly1,FailureA,19:03:53:06.7288,19:04:19:16.5583,1:00:00.0000,1,5,0
*.Models.Model.Assembly3,FailureA,19:03:59:29.7286,19:05:01:37.7737,2:19:19.7045,1,3,0
*.Models.Model.Assembly1,FailureA,19:04:21:41.1802,19:05:39:31.8458,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,19:06:32:42.1497,19:07:10:27.0206,1:00:00.0000,1,5,0
*.Models.Model.Assembly1,FailureA,19:07:30:59.3322,19:08:00:49.1048,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,19:07:56:58.4162,19:08:23:56.3169,1:47:30.7661,1,6,1
*.Models.Model.Assembly3,FailureA,19:08:56:00.0371,19:09:27:48.0715,8:39.6954,1,3,0
*.Models.Model.Assembly3,FailureA,19:09:36:32.4064,19:10:51:19.9226,1:23:57.0678,1,6,1
*.Models.Model.Assembly1,FailureA,19:09:15:33.5521,19:11:30:12.6204,1:00:00.0000,1,2,0
*.Models.Model.Assembly1,FailureA,19:11:54:52.6659,19:12:16:00.2547,1:00:00.0000,2,3,0
*.Models.Model.Assembly1,FailureA,19:12:44:05.6084,19:13:08:11.3535,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,19:13:17:54.7401,19:14:00:45.4974,15:53.6337,2,2,0
*.Models.Model.Assembly1,FailureA,19:13:36:42.8621,19:14:42:00.5069,1:00:00.0000,2,4,0
*.Models.Model.Assembly3,FailureA,19:14:16:49.1606,19:15:29:05.4167,5:21.8059,1,3,0
*.Models.Model.Assembly3,FailureA,19:15:34:28.8497,19:16:38:31.9628,26:55.6789,2,3,0
*.Models.Model.Assembly4,FailureA,19:16:06:33.4730,19:16:53:59.4571,33:43.1830,1,6,1
*.Models.Model.Assembly3,FailureA,19:17:05:39.8873,19:18:26:03.2152,10:36.1103,1,6,1
*.Models.Model.Assembly3,FailureA,19:18:36:44.2069,19:19:49:39.6594,16:15.9324,1,2,0
*.Models.Model.Assembly1,FailureA,19:17:48:27.8272,19:20:15:29.5075,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,19:20:25:10.6786,19:21:20:59.8292,18:48.3798,1,1,0
*.Models.Model.Assembly4,FailureA,19:19:17:18.1291,19:22:04:10.0538,21:18.1141,1,1,0
*.Models.Model.Assembly3,FailureA,19:21:39:54.7175,19:23:21:54.0483,43:04.9060,2,1,0
*.Models.Model.Assembly4,FailureA,20:00:03:39.5318,20:00:19:08.9542,57:31.6844,1,3,0
*.Models.Model.Assembly1,FailureA,20:00:14:01.6623,20:00:39:12.7919,1:00:00.0000,2,5,0
*.Models.Model.Assembly1,FailureA,20:00:42:52.5859,20:01:32:59.1761,1:00:00.0000,1,3,0
*.Models.Model.Assembly3,FailureA,20:01:38:51.2983,20:02:16:51.9484,1:05:34.1539,1,4,0
*.Models.Model.Assembly1,FailureA,20:02:01:38.1370,20:02:35:13.8877,1:00:00.0000,1,2,0
*.Models.Model.Assembly1,FailureA,20:02:48:05.4525,20:03:16:02.6918,1:00:00.0000,1,1,0
*.Models.Model.Assembly4,FailureA,20:02:55:38.3021,20:03:34:26.0383,17:10.6916,2,1,0
*.Models.Model.Assembly1,FailureA,20:03:22:55.4875,20:04:02:42.6073,1:00:00.0000,2,3,0
*.Models.Model.Assembly4,FailureA,20:03:51:54.4288,20:04:26:32.2977,1:49:54.5178,2,5,0
*.Models.Model.Assembly3,FailureA,20:04:14:24.9595,20:04:51:43.2358,2:05:19.3341,2,3,0
*.Models.Model.Assembly1,FailureA,20:04:29:11.9222,20:05:28:27.0254,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,20:06:23:58.7395,20:06:55:02.4964,1:00:00.0000,1,4,0
*.Models.Model.Assembly3,FailureA,20:07:29:29.3995,20:08:12:10.7071,19:16.9156,1,6,1
*.Models.Model.Assembly1,FailureA,20:07:38:21.6267,20:08:49:44.6502,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,20:08:31:37.5210,20:09:31:47.1060,10:20.4958,2,4,0
*.Models.Model.Assembly3,FailureA,20:09:42:12.4832,20:10:08:38.9540,47:35.5728,1,2,0
*.Models.Model.Assembly1,FailureA,20:09:49:45.1878,20:10:52:34.0172,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,20:10:59:34.1085,20:11:14:46.6241,2:02.0773,1,1,0
*.Models.Model.Assembly1,FailureA,20:11:01:06.6830,20:11:32:48.5726,1:00:00.0000,2,2,0
*.Models.Model.Assembly3,FailureA,20:11:16:48.7013,20:11:51:36.3925,1:45:24.4698,1,5,0
*.Models.Model.Assembly1,FailureA,20:12:51:58.7343,20:13:20:08.8324,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,20:13:06:26.6203,20:13:58:47.1669,1:41:33.4286,1,5,0
*.Models.Model.Assembly3,FailureA,20:13:47:31.5779,20:14:28:56.3391,35:50.7574,1,3,0
*.Models.Model.Assembly1,FailureA,20:13:36:28.4536,20:15:36:59.2530,1:00:00.0000,1,6,1
*.Models.Model.Assembly1,FailureA,20:16:06:50.4496,20:16:50:49.5961,1:00:00.0000,1,6,1
*.Models.Model.Assembly3,FailureA,20:16:13:10.7025,20:17:30:52.3957,3:38.1761,2,2,0
*.Models.Model.Assembly3,FailureA,20:17:34:32.1989,20:17:54:18.9883,1:26:01.0361,1,5,0
*.Models.Model.Assembly3,FailureA,20:20:17:58.6613,20:20:42:55.8334,26:04.5781,1,6,1
*.Models.Model.Assembly4,FailureA,20:20:30:51.5593,20:21:27:13.8749,25:57.8884,1,3,0
*.Models.Model.Assembly3,FailureA,20:21:09:15.1722,20:21:46:07.5315,10:28.9322,1,6,1
*.Models.Model.Assembly4,FailureA,20:21:53:43.3159,20:22:32:17.9133,2:40.2580,2,1,0
*.Models.Model.Assembly3,FailureA,20:21:56:39.7180,20:23:02:41.3792,59:56.5384,2,3,0
*.Models.Model.Assembly4,FailureA,20:22:34:59.7985,20:23:33:00.5781,9:00.1494,1,3,0
*.Models.Model.Assembly4,FailureA,20:23:42:06.4228,21:00:44:27.8862,52:35.5629,1,5,0
*.Models.Model.Assembly3,FailureA,21:01:41:58.1534,21:02:02:43.7651,25:39.2956,2,4,0
*.Models.Model.Assembly4,FailureA,21:02:01:41.7926,21:02:42:40.8026,19:21.8447,1,1,0
*.Models.Model.Assembly3,FailureA,21:02:28:34.5221,21:03:34:06.3005,1:44:59.1665,1,1,0
*.Models.Model.Assembly4,FailureA,21:04:20:19.1361,21:04:35:28.7386,31:52.7920,2,3,0
*.Models.Model.Assembly1,FailureA,21:05:01:10.8587,21:05:39:01.1852,1:00:00.0000,2,1,0
*.Models.Model.Assembly4,FailureA,21:05:29:46.3963,21:06:00:12.7418,19:52.1180,1,6,1
*.Models.Model.Assembly4,FailureA,21:06:20:18.1764,21:06:57:06.8521,6:39.9316,1,4,0
*.Models.Model.Assembly3,FailureA,21:06:27:09.0336,21:07:19:48.5849,26:06.0402,2,2,0
*.Models.Model.Assembly4,FailureA,21:07:03:50.0380,21:08:03:18.0667,6:55.5643,1,2,0
*.Models.Model.Assembly4,FailureA,21:08:10:18.5124,21:09:05:36.5314,50:34.8218,2,1,0
*.Models.Model.Assembly3,FailureA,21:08:37:59.7729,21:09:36:27.2587,1:49:17.0342,1,6,1
*.Models.Model.Assembly1,FailureA,21:09:23:38.5771,21:10:16:03.6548,1:00:00.0000,1,3,0
*.Models.Model.Assembly1,FailureA,21:10:53:36.3160,21:11:52:28.6888,1:00:00.0000,1,6,1
*.Models.Model.Assembly4,FailureA,21:11:22:23.7509,21:12:09:38.5227,9:03.7192,2,3,0
